Time,Count,Cpu Load-%,Temp-C,Cpu Freq-GHz,Cpu Mem-%,Cpu Disk-%,IR Lamp,Hrs to Sunrise,Hrs to Sunset,
05/06/2020 17:19:47,1,13.9,57.94,1.5,40.3,39.8,Off,11.46,4.2,
05/06/2020 17:19:58,2,21.4,59.89,1.5,40.7,39.8,Off,11.45,4.19,
05/06/2020 17:20:09,3,17.0,57.94,1.5,40.7,39.8,Off,11.45,4.19,
05/06/2020 17:20:20,4,15.1,58.91,1.0,40.8,39.8,Off,11.45,4.19,
05/06/2020 17:20:31,5,16.2,58.91,1.5,40.7,39.8,Off,11.44,4.18,
05/06/2020 17:20:42,6,24.3,58.91,1.0,40.8,39.8,Off,11.44,4.18,
05/06/2020 17:20:53,7,20.2,58.91,1.5,40.4,39.8,Off,11.44,4.18,
05/06/2020 17:21:04,8,15.0,57.94,0.75,40.4,39.8,Off,11.43,4.17,
05/06/2020 17:21:16,9,25.4,57.94,1.0,40.9,39.8,Off,11.43,4.17,
05/06/2020 17:21:27,10,19.0,59.4,1.5,40.9,39.8,Off,11.43,4.17,
05/06/2020 17:21:38,11,21.6,58.43,1.5,40.9,39.8,Off,11.43,4.16,
05/06/2020 17:21:49,12,15.8,57.94,0.75,40.5,39.8,Off,11.42,4.16,
05/06/2020 17:22:00,13,12.0,58.43,1.5,40.7,39.8,Off,11.42,4.16,
05/06/2020 17:22:11,14,14.1,58.91,0.75,40.7,39.8,Off,11.42,4.16,
05/06/2020 17:22:22,15,15.1,58.43,1.0,40.5,39.8,Off,11.41,4.15,
05/06/2020 17:22:33,16,19.7,58.43,1.5,40.5,39.8,Off,11.41,4.15,
05/06/2020 17:22:44,17,35.4,58.43,1.5,40.8,39.8,Off,11.41,4.15,
05/06/2020 17:22:56,18,11.8,58.91,1.5,40.7,39.8,Off,11.4,4.14,
