Time,Count,Cpu Load-%,Temp-C,Cpu Freq-GHz,Cpu Mem-%,Cpu Disk-%,IR Lamp,Hrs to Sunrise,Hrs to Sunset,
05/06/2020 18:06:54,1,41.8,67.19,1.5,43.6,39.8,Off,10.67,3.41,
05/06/2020 18:07:05,2,35.7,67.19,1.5,43.8,39.8,Off,10.67,3.41,
05/06/2020 18:07:16,3,35.7,66.7,1.5,43.7,39.8,Off,10.66,3.4,
05/06/2020 18:07:27,4,35.7,65.73,1.5,43.7,39.8,Off,10.66,3.4,
05/06/2020 18:07:39,5,39.3,67.19,1.5,44.3,39.8,Off,10.66,3.4,
05/06/2020 18:07:50,6,40.9,66.22,1.5,44.2,39.8,Off,10.66,3.39,
05/06/2020 18:08:01,7,37.2,66.7,1.5,43.8,39.8,Off,10.65,3.39,
05/06/2020 18:08:12,8,46.8,65.73,1.5,44.1,39.8,Off,10.65,3.39,
05/06/2020 18:08:23,9,43.2,66.7,1.5,44.1,39.8,Off,10.65,3.39,
05/06/2020 18:08:34,10,36.4,66.7,1.5,44.0,39.8,Off,10.64,3.38,
05/06/2020 18:08:45,11,39.6,67.19,1.5,44.0,39.8,Off,10.64,3.38,
05/06/2020 18:08:56,12,34.3,67.19,1.5,43.9,39.8,Off,10.64,3.38,
05/06/2020 18:09:08,13,35.3,67.68,1.5,44.3,39.8,Off,10.63,3.37,
05/06/2020 18:09:19,14,36.5,66.7,1.5,43.9,39.8,Off,10.63,3.37,
05/06/2020 18:09:30,15,37.8,66.7,1.5,44.1,39.8,Off,10.63,3.37,
05/06/2020 18:09:41,16,44.2,67.68,1.5,44.0,39.8,Off,10.62,3.36,
05/06/2020 18:09:52,17,39.3,66.7,1.5,44.3,39.8,Off,10.62,3.36,
05/06/2020 18:10:03,18,39.1,66.22,1.5,44.1,39.8,Off,10.62,3.36,
05/06/2020 18:10:14,19,36.3,67.68,1.5,44.1,39.8,Off,10.61,3.35,
05/06/2020 18:10:25,20,41.7,67.19,1.5,43.9,39.8,Off,10.61,3.35,
05/06/2020 18:10:37,21,42.2,67.68,1.5,44.6,39.8,Off,10.61,3.35,
05/06/2020 18:10:48,22,38.3,67.68,1.5,44.0,39.8,Off,10.61,3.35,
05/06/2020 18:10:59,23,50.5,66.22,1.5,44.1,39.8,Off,10.6,3.34,
05/06/2020 18:11:10,24,43.1,66.7,1.5,44.2,39.8,Off,10.6,3.34,
05/06/2020 18:11:21,25,35.9,67.68,1.5,44.4,39.8,Off,10.6,3.34,
05/06/2020 18:11:32,26,37.4,67.19,1.5,44.2,39.8,Off,10.59,3.33,
05/06/2020 18:11:43,27,67.9,66.7,1.5,43.5,39.8,Off,10.59,3.33,
05/06/2020 18:11:54,28,44.1,67.68,1.5,43.5,39.8,Off,10.59,3.33,
05/06/2020 18:12:06,29,34.3,68.17,1.5,43.4,39.8,Off,10.58,3.32,
05/06/2020 18:12:17,30,41.8,67.68,1.5,43.4,39.8,Off,10.58,3.32,
05/06/2020 18:12:28,31,44.2,68.17,1.5,43.4,39.8,Off,10.58,3.32,
05/06/2020 18:12:39,32,47.1,67.68,1.5,45.2,39.8,Off,10.57,3.31,
05/06/2020 18:12:50,33,76.6,67.19,1.5,46.1,39.8,Off,10.57,3.31,
05/06/2020 18:13:01,34,48.4,68.17,1.5,45.5,39.8,Off,10.57,3.31,
05/06/2020 18:13:12,35,61.5,67.19,1.5,45.1,39.8,Off,10.57,3.31,
05/06/2020 18:13:23,36,57.8,67.68,1.5,45.2,39.8,Off,10.56,3.3,
05/06/2020 18:13:35,37,38.4,68.17,1.5,44.9,39.8,Off,10.56,3.3,
05/06/2020 18:13:46,38,41.1,68.65,1.5,46.1,39.8,Off,10.56,3.3,
05/06/2020 18:13:57,39,42.4,67.19,1.5,45.8,39.8,Off,10.55,3.29,
05/06/2020 18:14:08,40,40.3,67.19,1.5,45.4,39.8,Off,10.55,3.29,
05/06/2020 18:14:19,41,35.7,68.65,1.5,46.0,39.8,Off,10.55,3.29,
05/06/2020 18:14:30,42,34.4,67.19,1.5,45.7,39.8,Off,10.54,3.28,
05/06/2020 18:14:41,43,37.8,66.7,1.5,46.1,39.8,Off,10.54,3.28,
05/06/2020 18:14:52,44,38.7,68.17,1.5,45.8,39.8,Off,10.54,3.28,
05/06/2020 18:15:04,45,42.9,68.65,1.5,46.1,39.8,Off,10.53,3.27,
05/06/2020 18:15:15,46,44.0,68.65,1.5,46.4,39.8,Off,10.53,3.27,
05/06/2020 18:15:26,47,51.7,67.68,1.5,46.6,39.8,Off,10.53,3.27,
05/06/2020 18:15:37,48,33.9,66.7,1.5,46.1,39.8,Off,10.53,3.27,
05/06/2020 18:15:48,49,41.5,68.17,1.5,46.4,39.8,Off,10.52,3.26,
05/06/2020 18:16:00,50,36.5,67.19,1.5,45.8,39.8,Off,10.52,3.26,
05/06/2020 18:16:11,51,69.4,68.65,1.5,46.9,39.8,Off,10.52,3.26,
05/06/2020 18:16:22,52,35.9,67.68,1.5,45.7,39.8,Off,10.51,3.25,
05/06/2020 18:16:33,53,35.2,66.22,1.5,46.0,39.8,Off,10.51,3.25,
05/06/2020 18:16:44,54,41.8,67.68,1.5,45.8,39.8,Off,10.51,3.25,
05/06/2020 18:16:55,55,43.7,67.19,1.5,45.8,39.8,Off,10.5,3.24,
05/06/2020 18:17:06,56,35.4,67.19,1.5,45.7,39.8,Off,10.5,3.24,
05/06/2020 18:17:17,57,33.6,68.17,1.5,46.4,39.8,Off,10.5,3.24,
05/06/2020 18:17:28,58,34.4,66.22,1.5,45.7,39.8,Off,10.49,3.23,
05/06/2020 18:17:39,59,35.3,67.19,1.5,45.7,39.8,Off,10.49,3.23,
05/06/2020 18:17:50,60,34.9,66.7,1.5,45.7,39.8,Off,10.49,3.23,
05/06/2020 18:18:02,61,34.4,67.19,1.5,46.0,39.8,Off,10.48,3.22,
05/06/2020 18:18:13,62,43.0,66.7,1.5,45.8,39.8,Off,10.48,3.22,
05/06/2020 18:18:24,63,37.3,67.19,1.5,45.7,39.8,Off,10.48,3.22,
05/06/2020 18:18:35,64,36.9,67.19,1.5,45.9,39.8,Off,10.48,3.22,
