Time,Count,Cpu Load-%,Temp-C,Cpu Freq-GHz,Cpu Mem-%,Cpu Disk-%,IR Lamp,Hrs to Sunrise,Hrs to Sunset,
05/06/2020 17:15:22,1,14.4,58.91,1.5,43.2,39.8,Off,11.53,4.27,
05/06/2020 17:15:33,2,15.8,58.43,1.5,43.6,39.8,Off,11.53,4.27,
05/06/2020 17:15:44,3,13.9,57.94,1.5,43.6,39.8,Off,11.52,4.26,
05/06/2020 17:15:55,4,18.7,58.43,1.0,43.5,39.8,Off,11.52,4.26,
05/06/2020 17:16:06,5,15.0,59.4,1.5,43.5,39.8,Off,11.52,4.26,
05/06/2020 17:16:17,6,10.6,57.94,1.5,43.5,39.8,Off,11.51,4.25,
05/06/2020 17:16:28,7,15.4,58.91,1.0,43.5,39.8,Off,11.51,4.25,
05/06/2020 17:16:39,8,14.6,57.94,1.5,43.5,39.8,Off,11.51,4.25,
05/06/2020 17:16:50,9,23.4,59.4,1.5,43.6,39.8,Off,11.5,4.24,
05/06/2020 17:17:01,10,27.0,58.91,1.5,43.7,39.8,Off,11.5,4.24,
05/06/2020 17:17:12,11,27.3,58.91,1.5,43.5,39.8,Off,11.5,4.24,
05/06/2020 17:17:23,12,18.9,59.4,1.5,43.8,39.8,Off,11.5,4.24,
05/06/2020 17:17:34,13,33.3,59.89,1.0,43.7,39.8,Off,11.49,4.23,
05/06/2020 17:17:45,14,22.7,60.37,1.5,43.7,39.8,Off,11.49,4.23,
05/06/2020 17:17:56,15,25.4,59.4,1.5,43.5,39.8,Off,11.49,4.23,
05/06/2020 17:18:07,16,23.8,59.4,1.5,43.5,39.8,Off,11.48,4.22,
05/06/2020 17:18:18,17,24.6,59.89,1.5,43.7,39.8,Off,11.48,4.22,
05/06/2020 17:18:29,18,24.5,60.37,1.5,43.5,39.8,Off,11.48,4.22,
05/06/2020 17:18:40,19,28.4,58.91,1.0,43.6,39.8,Off,11.47,4.21,
05/06/2020 17:18:51,20,21.7,59.89,1.5,43.5,39.8,Off,11.47,4.21,
05/06/2020 17:19:02,21,14.1,58.43,1.0,43.5,39.8,Off,11.47,4.21,
05/06/2020 17:19:14,22,31.3,59.4,1.0,43.5,39.8,Off,11.47,4.2,
05/06/2020 17:19:25,23,38.0,59.4,1.5,42.0,39.8,Off,11.46,4.2,
