Time,Count,Cpu Load-%,Temp-C,Cpu Freq-GHz,Cpu Mem-%,Cpu Disk-%,IR Lamp,Hrs to Sunrise,Hrs to Sunset,
24/06/2020 21:47:46,1,52.3,57.94,1.5,12.2,29.9,On,6.97,23.89,
24/06/2020 21:47:57,2,10.1,56.97,1.0,12.1,30.0,On,6.96,23.89,
24/06/2020 21:48:08,3,7.6,55.99,1.5,12.1,30.0,On,6.96,23.88,
24/06/2020 21:48:19,4,7.8,55.02,1.5,12.1,30.0,On,6.96,23.88,
24/06/2020 21:48:31,5,36.3,56.97,1.5,12.3,30.0,On,6.95,23.88,
24/06/2020 21:48:42,6,11.5,55.99,1.0,11.7,30.0,On,6.95,23.87,
24/06/2020 21:48:53,7,13.5,56.48,1.0,11.6,30.0,On,6.95,23.87,
24/06/2020 21:49:04,8,12.5,56.48,1.5,11.6,30.0,On,6.95,23.87,
24/06/2020 21:49:16,9,8.7,55.99,1.5,11.6,30.0,On,6.94,23.86,
24/06/2020 21:49:27,10,9.1,55.99,1.5,11.6,30.0,On,6.94,23.86,
24/06/2020 21:49:38,11,6.1,55.99,0.75,11.6,30.0,On,6.94,23.86,
24/06/2020 21:49:49,12,12.8,56.48,1.0,11.7,30.0,On,6.93,23.85,
24/06/2020 21:50:01,13,6.1,55.99,1.5,11.6,30.0,On,6.93,23.85,
24/06/2020 21:50:12,14,6.6,55.5,1.5,11.6,30.0,On,6.93,23.85,
24/06/2020 21:50:23,15,12.6,55.99,1.0,11.6,30.0,On,6.92,23.85,
24/06/2020 21:50:34,16,12.0,56.48,1.5,11.6,30.0,On,6.92,23.84,
24/06/2020 21:50:45,17,8.4,55.5,1.5,11.7,30.0,On,6.92,23.84,
24/06/2020 21:50:56,18,8.3,56.48,1.5,11.6,30.0,On,6.91,23.84,
24/06/2020 21:51:07,19,10.0,55.5,1.0,11.7,30.0,On,6.91,23.83,
24/06/2020 21:51:18,20,14.3,55.5,0.75,11.7,30.0,On,6.91,23.83,
24/06/2020 21:51:30,21,8.9,55.99,0.75,11.6,30.0,On,6.9,23.83,
24/06/2020 21:51:41,22,12.9,56.97,1.5,11.6,30.0,On,6.9,23.82,
24/06/2020 21:51:52,23,14.4,55.5,1.0,11.6,30.0,On,6.9,23.82,
24/06/2020 21:52:03,24,6.6,55.99,0.75,11.6,30.0,On,6.9,23.82,
24/06/2020 21:52:15,25,4.0,55.02,1.0,11.5,30.0,On,6.89,23.81,
24/06/2020 21:52:26,26,5.8,55.02,0.75,11.5,30.0,On,6.89,23.81,
24/06/2020 21:52:37,27,5.8,55.99,0.75,11.5,30.0,On,6.89,23.81,
24/06/2020 21:52:48,28,4.3,55.02,0.6,11.5,30.0,On,6.88,23.81,
24/06/2020 21:52:59,29,5.0,54.53,0.6,11.5,30.0,On,6.88,23.8,
24/06/2020 21:53:10,30,9.4,55.02,0.75,11.5,30.0,On,6.88,23.8,
24/06/2020 21:53:21,31,10.3,55.5,1.0,11.5,30.0,On,6.87,23.8,
24/06/2020 21:53:32,32,5.9,54.53,0.75,11.5,30.0,On,6.87,23.79,
24/06/2020 21:53:44,33,6.2,54.53,0.75,11.5,30.0,On,6.87,23.79,
24/06/2020 21:53:55,34,5.7,55.5,0.6,11.5,30.0,On,6.86,23.79,
